Indicator,Group,State,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,Value,Low CI,High CI,Confidence Interval,Quartile Range,Suppression Flag
"Households With Children Where Any Child Had Appointment with Health Professional Over Video or Phone, Last 4 Weeks",By State,Alabama,Alabama,3.4,45,"Apr 27 - May 9, 2022",04/27/2022,05/09/2022,11.6,6.2,19.3,6.2 - 19.3,11.6-13.6,
"Households With Children Where Any Child Had Appointment with Health Professional Over Video or Phone, Last 4 Weeks",By State,Alaska,Alaska,3.4,45,"Apr 27 - May 9, 2022",04/27/2022,05/09/2022,8.2,4.5,13.7,4.5 - 13.7,<=11.5,
"Households With Children Where Any Child Had Appointment with Health Professional Over Video or Phone, Last 4 Weeks",By State,Arizona,Arizona,3.4,45,"Apr 27 - May 9, 2022",04/27/2022,05/09/2022,11.7,8.6,15.5,8.6 - 15.5,11.6-13.6,
"Households With Children Where Any Child Had Appointment with Health Professional Over Video or Phone, Last 4 Weeks",By State,Arkansas,Arkansas,3.4,45,"Apr 27 - May 9, 2022",04/27/2022,05/09/2022,,,,,Estimate not reliable.,1.0
"Households With Children Where Any Child Had Appointment with Health Professional Over Video or Phone, Last 4 Weeks",By State,California,California,3.4,45,"Apr 27 - May 9, 2022",04/27/2022,05/09/2022,19.3,16.1,22.8,16.1 - 22.8,17.9-26.3,
"Households With Children Where Any Child Had Appointment with Health Professional Over Video or Phone, Last 4 Weeks",By State,Colorado,Colorado,3.4,45,"Apr 27 - May 9, 2022",04/27/2022,05/09/2022,22.9,16.5,30.4,16.5 - 30.4,17.9-26.3,
"Households With Children Where Any Child Had Appointment with Health Professional Over Video or Phone, Last 4 Weeks",By State,Connecticut,Connecticut,3.4,45,"Apr 27 - May 9, 2022",04/27/2022,05/09/2022,20.9,14.4,28.8,14.4 - 28.8,17.9-26.3,
"Households With Children Where Any Child Had Appointment with Health Professional Over Video or Phone, Last 4 Weeks",By State,Delaware,Delaware,3.4,45,"Apr 27 - May 9, 2022",04/27/2022,05/09/2022,13.8,7.9,21.8,7.9 - 21.8,13.7-17.8,
"Households With Children Where Any Child Had Appointment with Health Professional Over Video or Phone, Last 4 Weeks",By State,District of Columbia,District of Columbia,3.4,45,"Apr 27 - May 9, 2022",04/27/2022,05/09/2022,26.3,15.4,39.8,15.4 - 39.8,17.9-26.3,
"Households With Children Where Any Child Had Appointment with Health Professional Over Video or Phone, Last 4 Weeks",By State,Florida,Florida,3.4,45,"Apr 27 - May 9, 2022",04/27/2022,05/09/2022,18.9,12.3,27.0,12.3 - 27.0,17.9-26.3,
"Households With Children Where Any Child Had Appointment with Health Professional Over Video or Phone, Last 4 Weeks",By State,Georgia,Georgia,3.4,45,"Apr 27 - May 9, 2022",04/27/2022,05/09/2022,16.5,10.1,24.9,10.1 - 24.9,13.7-17.8,
"Households With Children Where Any Child Had Appointment with Health Professional Over Video or Phone, Last 4 Weeks",By State,Hawaii,Hawaii,3.4,45,"Apr 27 - May 9, 2022",04/27/2022,05/09/2022,14.2,8.3,22.2,8.3 - 22.2,13.7-17.8,
"Households With Children Where Any Child Had Appointment with Health Professional Over Video or Phone, Last 4 Weeks",By State,Idaho,Idaho,3.4,45,"Apr 27 - May 9, 2022",04/27/2022,05/09/2022,10.3,6.3,15.7,6.3 - 15.7,<=11.5,
"Households With Children Where Any Child Had Appointment with Health Professional Over Video or Phone, Last 4 Weeks",By State,Illinois,Illinois,3.4,45,"Apr 27 - May 9, 2022",04/27/2022,05/09/2022,12.4,8.3,17.7,8.3 - 17.7,11.6-13.6,
"Households With Children Where Any Child Had Appointment with Health Professional Over Video or Phone, Last 4 Weeks",By State,Indiana,Indiana,3.4,45,"Apr 27 - May 9, 2022",04/27/2022,05/09/2022,12.5,7.8,18.7,7.8 - 18.7,11.6-13.6,
"Households With Children Where Any Child Had Appointment with Health Professional Over Video or Phone, Last 4 Weeks",By State,Iowa,Iowa,3.4,45,"Apr 27 - May 9, 2022",04/27/2022,05/09/2022,,,,,Estimate not reliable.,1.0
"Households With Children Where Any Child Had Appointment with Health Professional Over Video or Phone, Last 4 Weeks",By State,Kansas,Kansas,3.4,45,"Apr 27 - May 9, 2022",04/27/2022,05/09/2022,13.6,8.6,20.0,8.6 - 20.0,11.6-13.6,
"Households With Children Where Any Child Had Appointment with Health Professional Over Video or Phone, Last 4 Weeks",By State,Kentucky,Kentucky,3.4,45,"Apr 27 - May 9, 2022",04/27/2022,05/09/2022,11.5,6.8,17.7,6.8 - 17.7,<=11.5,
"Households With Children Where Any Child Had Appointment with Health Professional Over Video or Phone, Last 4 Weeks",By State,Louisiana,Louisiana,3.4,45,"Apr 27 - May 9, 2022",04/27/2022,05/09/2022,,,,,Estimate not reliable.,1.0
"Households With Children Where Any Child Had Appointment with Health Professional Over Video or Phone, Last 4 Weeks",By State,Maine,Maine,3.4,45,"Apr 27 - May 9, 2022",04/27/2022,05/09/2022,11.8,7.2,17.9,7.2 - 17.9,11.6-13.6,
"Households With Children Where Any Child Had Appointment with Health Professional Over Video or Phone, Last 4 Weeks",By State,Maryland,Maryland,3.4,45,"Apr 27 - May 9, 2022",04/27/2022,05/09/2022,19.9,15.6,24.7,15.6 - 24.7,17.9-26.3,
"Households With Children Where Any Child Had Appointment with Health Professional Over Video or Phone, Last 4 Weeks",By State,Massachusetts,Massachusetts,3.4,45,"Apr 27 - May 9, 2022",04/27/2022,05/09/2022,20.6,15.0,27.0,15.0 - 27.0,17.9-26.3,
"Households With Children Where Any Child Had Appointment with Health Professional Over Video or Phone, Last 4 Weeks",By State,Michigan,Michigan,3.4,45,"Apr 27 - May 9, 2022",04/27/2022,05/09/2022,13.6,9.1,19.2,9.1 - 19.2,11.6-13.6,
"Households With Children Where Any Child Had Appointment with Health Professional Over Video or Phone, Last 4 Weeks",By State,Minnesota,Minnesota,3.4,45,"Apr 27 - May 9, 2022",04/27/2022,05/09/2022,13.6,9.7,18.4,9.7 - 18.4,11.6-13.6,
"Households With Children Where Any Child Had Appointment with Health Professional Over Video or Phone, Last 4 Weeks",By State,Mississippi,Mississippi,3.4,45,"Apr 27 - May 9, 2022",04/27/2022,05/09/2022,13.3,6.9,22.3,6.9 - 22.3,11.6-13.6,
"Households With Children Where Any Child Had Appointment with Health Professional Over Video or Phone, Last 4 Weeks",By State,Missouri,Missouri,3.4,45,"Apr 27 - May 9, 2022",04/27/2022,05/09/2022,8.1,5.0,12.3,5.0 - 12.3,<=11.5,
"Households With Children Where Any Child Had Appointment with Health Professional Over Video or Phone, Last 4 Weeks",By State,Montana,Montana,3.4,45,"Apr 27 - May 9, 2022",04/27/2022,05/09/2022,14.2,8.6,21.4,8.6 - 21.4,13.7-17.8,
"Households With Children Where Any Child Had Appointment with Health Professional Over Video or Phone, Last 4 Weeks",By State,Nebraska,Nebraska,3.4,45,"Apr 27 - May 9, 2022",04/27/2022,05/09/2022,9.6,6.1,14.4,6.1 - 14.4,<=11.5,
"Households With Children Where Any Child Had Appointment with Health Professional Over Video or Phone, Last 4 Weeks",By State,Nevada,Nevada,3.4,45,"Apr 27 - May 9, 2022",04/27/2022,05/09/2022,12.6,6.5,21.3,6.5 - 21.3,11.6-13.6,
"Households With Children Where Any Child Had Appointment with Health Professional Over Video or Phone, Last 4 Weeks",By State,New Hampshire,New Hampshire,3.4,45,"Apr 27 - May 9, 2022",04/27/2022,05/09/2022,18.5,9.5,30.8,9.5 - 30.8,17.9-26.3,
"Households With Children Where Any Child Had Appointment with Health Professional Over Video or Phone, Last 4 Weeks",By State,New Jersey,New Jersey,3.4,45,"Apr 27 - May 9, 2022",04/27/2022,05/09/2022,13.7,9.9,18.3,9.9 - 18.3,13.7-17.8,
"Households With Children Where Any Child Had Appointment with Health Professional Over Video or Phone, Last 4 Weeks",By State,New Mexico,New Mexico,3.4,45,"Apr 27 - May 9, 2022",04/27/2022,05/09/2022,14.2,9.2,20.5,9.2 - 20.5,13.7-17.8,
"Households With Children Where Any Child Had Appointment with Health Professional Over Video or Phone, Last 4 Weeks",By State,New York,New York,3.4,45,"Apr 27 - May 9, 2022",04/27/2022,05/09/2022,19.9,12.8,28.7,12.8 - 28.7,17.9-26.3,
"Households With Children Where Any Child Had Appointment with Health Professional Over Video or Phone, Last 4 Weeks",By State,North Carolina,North Carolina,3.4,45,"Apr 27 - May 9, 2022",04/27/2022,05/09/2022,15.8,11.0,21.8,11.0 - 21.8,13.7-17.8,
"Households With Children Where Any Child Had Appointment with Health Professional Over Video or Phone, Last 4 Weeks",By State,North Dakota,North Dakota,3.4,45,"Apr 27 - May 9, 2022",04/27/2022,05/09/2022,11.6,6.9,17.9,6.9 - 17.9,11.6-13.6,
"Households With Children Where Any Child Had Appointment with Health Professional Over Video or Phone, Last 4 Weeks",By State,Ohio,Ohio,3.4,45,"Apr 27 - May 9, 2022",04/27/2022,05/09/2022,12.8,6.5,21.9,6.5 - 21.9,11.6-13.6,
"Households With Children Where Any Child Had Appointment with Health Professional Over Video or Phone, Last 4 Weeks",By State,Oklahoma,Oklahoma,3.4,45,"Apr 27 - May 9, 2022",04/27/2022,05/09/2022,11.1,6.9,16.7,6.9 - 16.7,<=11.5,
"Households With Children Where Any Child Had Appointment with Health Professional Over Video or Phone, Last 4 Weeks",By State,Oregon,Oregon,3.4,45,"Apr 27 - May 9, 2022",04/27/2022,05/09/2022,17.8,12.5,24.2,12.5 - 24.2,13.7-17.8,
"Households With Children Where Any Child Had Appointment with Health Professional Over Video or Phone, Last 4 Weeks",By State,Pennsylvania,Pennsylvania,3.4,45,"Apr 27 - May 9, 2022",04/27/2022,05/09/2022,20.4,14.4,27.6,14.4 - 27.6,17.9-26.3,
"Households With Children Where Any Child Had Appointment with Health Professional Over Video or Phone, Last 4 Weeks",By State,Rhode Island,Rhode Island,3.4,45,"Apr 27 - May 9, 2022",04/27/2022,05/09/2022,14.4,8.6,22.1,8.6 - 22.1,13.7-17.8,
"Households With Children Where Any Child Had Appointment with Health Professional Over Video or Phone, Last 4 Weeks",By State,South Carolina,South Carolina,3.4,45,"Apr 27 - May 9, 2022",04/27/2022,05/09/2022,8.8,5.3,13.5,5.3 - 13.5,<=11.5,
"Households With Children Where Any Child Had Appointment with Health Professional Over Video or Phone, Last 4 Weeks",By State,South Dakota,South Dakota,3.4,45,"Apr 27 - May 9, 2022",04/27/2022,05/09/2022,,,,,Estimate not reliable.,1.0
"Households With Children Where Any Child Had Appointment with Health Professional Over Video or Phone, Last 4 Weeks",By State,Tennessee,Tennessee,3.4,45,"Apr 27 - May 9, 2022",04/27/2022,05/09/2022,11.3,6.8,17.2,6.8 - 17.2,<=11.5,
"Households With Children Where Any Child Had Appointment with Health Professional Over Video or Phone, Last 4 Weeks",By State,Texas,Texas,3.4,45,"Apr 27 - May 9, 2022",04/27/2022,05/09/2022,19.0,13.1,26.3,13.1 - 26.3,17.9-26.3,
"Households With Children Where Any Child Had Appointment with Health Professional Over Video or Phone, Last 4 Weeks",By State,Utah,Utah,3.4,45,"Apr 27 - May 9, 2022",04/27/2022,05/09/2022,11.5,8.7,14.9,8.7 - 14.9,<=11.5,
"Households With Children Where Any Child Had Appointment with Health Professional Over Video or Phone, Last 4 Weeks",By State,Vermont,Vermont,3.4,45,"Apr 27 - May 9, 2022",04/27/2022,05/09/2022,12.2,7.0,19.2,7.0 - 19.2,11.6-13.6,
"Households With Children Where Any Child Had Appointment with Health Professional Over Video or Phone, Last 4 Weeks",By State,Virginia,Virginia,3.4,45,"Apr 27 - May 9, 2022",04/27/2022,05/09/2022,16.2,11.1,22.5,11.1 - 22.5,13.7-17.8,
"Households With Children Where Any Child Had Appointment with Health Professional Over Video or Phone, Last 4 Weeks",By State,Washington,Washington,3.4,45,"Apr 27 - May 9, 2022",04/27/2022,05/09/2022,18.3,13.7,23.5,13.7 - 23.5,17.9-26.3,
"Households With Children Where Any Child Had Appointment with Health Professional Over Video or Phone, Last 4 Weeks",By State,West Virginia,West Virginia,3.4,45,"Apr 27 - May 9, 2022",04/27/2022,05/09/2022,10.7,5.9,17.5,5.9 - 17.5,<=11.5,
"Households With Children Where Any Child Had Appointment with Health Professional Over Video or Phone, Last 4 Weeks",By State,Wisconsin,Wisconsin,3.4,45,"Apr 27 - May 9, 2022",04/27/2022,05/09/2022,11.8,6.5,19.2,6.5 - 19.2,11.6-13.6,
"Households With Children Where Any Child Had Appointment with Health Professional Over Video or Phone, Last 4 Weeks",By State,Wyoming,Wyoming,3.4,45,"Apr 27 - May 9, 2022",04/27/2022,05/09/2022,16.4,8.7,27.0,8.7 - 27.0,13.7-17.8,
"Adults Who Had Appointment with Health Professional Over Video or Phone, Last 4 Weeks",National Estimate,United States,United States,-1,1,"May 25 - May 31, 2022",05/25/2022,05/31/2022,,,,,,
"Adults Who Had Appointment with Health Professional Over Video or Phone, Last 4 Weeks",By Age,United States,18 - 29 years,-1,1,"May 25 - May 31, 2022",05/25/2022,05/31/2022,,,,,,
"Adults Who Had Appointment with Health Professional Over Video or Phone, Last 4 Weeks",By Age,United States,30 - 39 years,-1,1,"May 25 - May 31, 2022",05/25/2022,05/31/2022,,,,,,
"Adults Who Had Appointment with Health Professional Over Video or Phone, Last 4 Weeks",By Age,United States,40 - 49 years,-1,1,"May 25 - May 31, 2022",05/25/2022,05/31/2022,,,,,,
"Adults Who Had Appointment with Health Professional Over Video or Phone, Last 4 Weeks",By Age,United States,50 - 59 years,-1,1,"May 25 - May 31, 2022",05/25/2022,05/31/2022,,,,,,
"Adults Who Had Appointment with Health Professional Over Video or Phone, Last 4 Weeks",By Age,United States,60 - 69 years,-1,1,"May 25 - May 31, 2022",05/25/2022,05/31/2022,,,,,,
"Adults Who Had Appointment with Health Professional Over Video or Phone, Last 4 Weeks",By Age,United States,70 - 79 years,-1,1,"May 25 - May 31, 2022",05/25/2022,05/31/2022,,,,,,
"Adults Who Had Appointment with Health Professional Over Video or Phone, Last 4 Weeks",By Age,United States,80 years and above,-1,1,"May 25 - May 31, 2022",05/25/2022,05/31/2022,,,,,,
"Adults Who Had Appointment with Health Professional Over Video or Phone, Last 4 Weeks",By Sex,United States,Male,-1,1,"May 25 - May 31, 2022",05/25/2022,05/31/2022,,,,,,
"Adults Who Had Appointment with Health Professional Over Video or Phone, Last 4 Weeks",By Sex,United States,Female,-1,1,"May 25 - May 31, 2022",05/25/2022,05/31/2022,,,,,,
"Adults Who Had Appointment with Health Professional Over Video or Phone, Last 4 Weeks",By Gender identity,United States,Cis-gender male,-1,1,"May 25 - May 31, 2022",05/25/2022,05/31/2022,,,,,,
"Adults Who Had Appointment with Health Professional Over Video or Phone, Last 4 Weeks",By Gender identity,United States,Cis-gender female,-1,1,"May 25 - May 31, 2022",05/25/2022,05/31/2022,,,,,,
"Adults Who Had Appointment with Health Professional Over Video or Phone, Last 4 Weeks",By Gender identity,United States,Transgender,-1,1,"May 25 - May 31, 2022",05/25/2022,05/31/2022,,,,,,
"Adults Who Had Appointment with Health Professional Over Video or Phone, Last 4 Weeks",By Sexual orientation,United States,Gay or lesbian,-1,1,"May 25 - May 31, 2022",05/25/2022,05/31/2022,,,,,,
"Adults Who Had Appointment with Health Professional Over Video or Phone, Last 4 Weeks",By Sexual orientation,United States,Straight,-1,1,"May 25 - May 31, 2022",05/25/2022,05/31/2022,,,,,,
"Adults Who Had Appointment with Health Professional Over Video or Phone, Last 4 Weeks",By Sexual orientation,United States,Bisexual,-1,1,"May 25 - May 31, 2022",05/25/2022,05/31/2022,,,,,,
"Adults Who Had Appointment with Health Professional Over Video or Phone, Last 4 Weeks",By Race/Hispanic ethnicity,United States,Hispanic or Latino,-1,1,"May 25 - May 31, 2022",05/25/2022,05/31/2022,,,,,,
"Adults Who Had Appointment with Health Professional Over Video or Phone, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",-1,1,"May 25 - May 31, 2022",05/25/2022,05/31/2022,,,,,,
"Adults Who Had Appointment with Health Professional Over Video or Phone, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",-1,1,"May 25 - May 31, 2022",05/25/2022,05/31/2022,,,,,,
"Adults Who Had Appointment with Health Professional Over Video or Phone, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",-1,1,"May 25 - May 31, 2022",05/25/2022,05/31/2022,,,,,,
"Adults Who Had Appointment with Health Professional Over Video or Phone, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",-1,1,"May 25 - May 31, 2022",05/25/2022,05/31/2022,,,,,,
"Adults Who Had Appointment with Health Professional Over Video or Phone, Last 4 Weeks",By Education,United States,Less than a high school diploma,-1,1,"May 25 - May 31, 2022",05/25/2022,05/31/2022,,,,,,
"Adults Who Had Appointment with Health Professional Over Video or Phone, Last 4 Weeks",By Education,United States,High school diploma or GED,-1,1,"May 25 - May 31, 2022",05/25/2022,05/31/2022,,,,,,
"Adults Who Had Appointment with Health Professional Over Video or Phone, Last 4 Weeks",By Education,United States,Some college/Associate's degree,-1,1,"May 25 - May 31, 2022",05/25/2022,05/31/2022,,,,,,
"Adults Who Had Appointment with Health Professional Over Video or Phone, Last 4 Weeks",By Education,United States,Bachelor's degree or higher,-1,1,"May 25 - May 31, 2022",05/25/2022,05/31/2022,,,,,,
"Adults Who Had Appointment with Health Professional Over Video or Phone, Last 4 Weeks",By Disability status,United States,With disability,-1,1,"May 25 - May 31, 2022",05/25/2022,05/31/2022,,,,,,
"Adults Who Had Appointment with Health Professional Over Video or Phone, Last 4 Weeks",By Disability status,United States,Without disability,-1,1,"May 25 - May 31, 2022",05/25/2022,05/31/2022,,,,,,
"Adults Who Had Appointment with Health Professional Over Video or Phone, Last 4 Weeks",National Estimate,United States,United States,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,23.1,22.4,24.0,22.4 - 24.0,,
"Adults Who Had Appointment with Health Professional Over Video or Phone, Last 4 Weeks",By Age,United States,18 - 29 years,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,17.9,15.8,20.2,15.8 - 20.2,,
"Adults Who Had Appointment with Health Professional Over Video or Phone, Last 4 Weeks",By Age,United States,30 - 39 years,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,21.6,20.1,23.2,20.1 - 23.2,,
"Adults Who Had Appointment with Health Professional Over Video or Phone, Last 4 Weeks",By Age,United States,40 - 49 years,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,21.2,19.8,22.7,19.8 - 22.7,,
"Adults Who Had Appointment with Health Professional Over Video or Phone, Last 4 Weeks",By Age,United States,50 - 59 years,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,25.2,23.5,26.9,23.5 - 26.9,,
"Adults Who Had Appointment with Health Professional Over Video or Phone, Last 4 Weeks",By Age,United States,60 - 69 years,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,25.1,23.5,26.8,23.5 - 26.8,,
"Adults Who Had Appointment with Health Professional Over Video or Phone, Last 4 Weeks",By Age,United States,70 - 79 years,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,26.7,25.0,28.4,25.0 - 28.4,,
"Adults Who Had Appointment with Health Professional Over Video or Phone, Last 4 Weeks",By Age,United States,80 years and above,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,31.7,27.4,36.3,27.4 - 36.3,,
"Adults Who Had Appointment with Health Professional Over Video or Phone, Last 4 Weeks",By Sex,United States,Male,3.5,46,"Jun 1 - Jun 13, 2022",06/01/2022,06/13/2022,20.6,19.3,21.9,19.3 - 21.9,,
